175;"QUE CINEASTA BRASILEIRO TEM COMO  MARCA REGISTRADA AS UNHAS ENORMES?";"WALTER SALLES";"ZÉ DO CAIXÃO";"WALTER HUGOR KHOURY";"TONINHO DO DIABO";"2"
176;"QUEM FEZ PARTE DO ELENCO DO FILME TITANIC ?";"LEONARDO DI CAPRIO";"ELIZABETH TAYLOR";"RICHARD BURTON";"TONY CURTIS";"1"
177;"QUAL DESTAS FRUTAS VEM EM CACHO ?";"LARANJA";"MAÇÃ";"PÊRA";"UVA";"4"
178;"QUAL É O DEUS ROMANO DO AMOR?";"CUPIDO";"NETUNO";"MARTE";"PLUTÃO";"1"
179;"QUAL O NOME DO ANJO QUE ANUNCIOU À VIRGEM, A CONCEPÇÃO DE JESUS?";"RAFAEL";"MIGUEL";"AZRAEL";"GABRIEL";"4"
180;"QUE APRESENTADORA DO SBT FOI COMPONENTE DO GRUPO 'É O TCHAN'?";"HEBE CAMARGO";"CARLA PEREZ";"SCHEILA CARVALHO";"ADRIANE GALISTEU";"2"
181;"QUAL É A ESTAÇÃO DAS FLORES ?";"PRIMAVERA";"VERÃO";"OUTONO";"INVERNO";"1"
182;"DE QUAL CANTORA É A MÚSICA ' O CANTO DA CIDADE '?";"IVETE SANGALO";"DANIELA MERCURY";"CARLA VISI";"MARGARETE MENEZES";"2"
183;"MIRIAN RIOS FOI CASADA COM QUAL CANTOR?";"CHICO BUARQUE";"JÚLIO IGLESIAS";"ROBERTO CARLOS";"LULU SANTOS";"3"
184;"QUAL O ESTADO DA ÁGUA QUANDO ESTÁ EM FORMA DE GELO?";"LÍQUIDO";"SÓLIDO";"GASOSO";"VAPOR";"2"
185;"QUAL PAÍS DE ORIGEM DA FEIJOADA?";"BRASIL";"ANGOLA";"FRANÇA";"INGLATERRA";"1"
186;"QUE AVE DORME DURANTE O DIA E CAÇA À NOITE ?";"PAPAGAIO";"CANÁRIO";"CORUJA";"BEIJA-FLOR";"3"
187;"QUAL APRESENTADOR DE TV DIZ: 'AQUI TEM CAFÉ NO BULE' ?";"GUGU";"RATINHO";"RAUL GIL";"SÉRGIO MALLANDRO";"2"
188;"LUIZ GONZAGA  ERA  O REI  DE QUÊ ?";"BOLERO";"ÓPERA";"BAIÃO";"ROCK";"3"
189;"QUEM DA TURMA DA MÔNICA É METIDO A CIENTISTA?";"CEBOLINHA";"CASCÃO";"FRANJINHA";"HORÁCIO";"3"
190;"COMO SE CHAMA O HOMEM QUE TEM DUAS ESPOSAS AO MESMO TEMPO ?";"SOLTEIRO";"CASADO";"BÍGAMO";"DIVORCIADO";"3"
191;"EM QUE ESTADO FICA O PANTANAL BRASILEIRO ?";"SÃO PAULO";"PARANÁ";"MATO GROSSO";"RIO DE JANEIRO";"3"
192;"FÔRMA, BAGUETE E FRANCÊS SÃO:";"TIPOS DE PÃO";"PROVAS OLÍMPICAS";"LÍNGUAS ROMÂNTICAS";"QUEIJOS";"1"
193;"QUAL A MATÉRIA PRIMA DO CATCHUP ?";"ABACATE";"TOMATE";"CEREJA";"PÊSSEGO";"2"
194;"COMO SE CHAMA O ASTRO REI QUE NOS FORNECE CALOR ?";"COMBUSTÃO";"ATRITO";"SOL";"ELETRICIDADE";"3"
195;"QUAL AMIGO DO CEBOLINHA QUE NÃO TOMA BANHO ?";"FRANJINHA";"ANJINHO";"CASCÃO";"CHARLIE BROWN";"3"
196;"QUAL ERA O APELIDO DA CANTORA ELIS REGINA ?";"GAUCHINHA";"PAULISTINHA";"PIMENTINHA";"ANDORINHA";"3"
197;"VATAPÁ É UMA COMIDA TÍPICA DE QUE ESTADO ?";"PARANÁ";"SANTA CATARINA";"SÃO PAULO";"BAHIA";"4"
198;"QUAL SUPER-HERÓI DEFENDE A CIDADE DE METRÓPOLIS?";"CAPITÃO AMÉRICA";"DR. SILVANA";"BATMAN";"SUPER-HOMEM";"4"
199;"QUE POSIÇÃO NO FUTEBOL , O JOGADOR PODE TOCAR A BOLA COM AS MÃOS E MARCAR GOL?";"CENTROAVANTE";"LATERAL";"JUIZ";"GOLEIRO";"4"
200;"QUEM É O MELHOR AMIGO DO MICKEY?";"TIO PATINHAS";"PATO DONALD";"MANCHA NEGRA";"PATETA";"4"
201;"QUEM É  O   INIMIGO  DE  PETER PAN ?";"SARGENTO GARCIA";"CAPITÃO GANCHO";"PROF. GAVIÃO";"SININHO";"2"
202;"QUAL PERSONAGEM DAS HISTÓRIAS INFANTIS, O NARIZ CRESCE QUANDO MENTE?";"SACI-PERERÊ";"MENINO MALUQUINHO";"PINÓQUIO";"PETER PAN";"3"
203;"COMO SE CHAMA O BONECO QUE SE PÕE NA PLANTAÇÃO ?";"ESPANTALHO";"ROBÔ";"MARIONETE";"XAROPINHO";"1"
204;"QUE POLÍTICO AUSTRÍACO, FOI RESPONSÁVEL PELA MORTE DE MAIS DE 6 MILHÕES DE JUDEUS?";"CHURCHILL";"HITLER";"ROOSEVELT";"STALIN";"2"
205;"QUAL APRESENTADOR DE TV DIZIA: 'QUEM NÃO SE COMUNICA SE TRUMBICA'?";"FLÁVIO CAVALCANTI";"AIRTON RODRIGUES";"BOLINHA";"CHACRINHA";"4"
206;"COMO É CHAMADA A ROUPA DOS JUDOCAS ?";"CASACA";"QUIMONO";"SOBRETUDO";"BATA";"2"
207;"QUAL O NOME DO PNEU RESERVA DO CARRO ?";"CALOTA";"ESTEPE";"MACACO";"CHAVE DE RODA";"2"
208;"QUAL NOME SE DÁ A UMA IGREJA BEM PEQUENA ?";"CAPELA";"CATEDRAL";"ALTAR";"SENZALA";"1"
209;"QUAL A CAPITAL DA ESPANHA?";"BARCELONA";"MÔNACO";"MADRI";"VIGO";"3"
210;"O QUE COBRE QUASE 75% DO PLANETA TERRA ?";"ÁGUA";"GELO";"AR";"MATA";"1"
211;"BALANÇA, É QUAL SÍMBOLO  DO ZODÍACO?";"VIRGEM";"LIBRA";"CAPRICÓRNIO";"ÁRIES";"2"
212;"QUAL PALAVRA USAMOS PARA DIZER: TODO O TEMPO ?";"SEMPRE";"ONTEM";"ÀS VEZES";"HOJE";"1"
213;"O QUE SIGNIFICA A LETRA 'S' NA SIGLA SBT ?";"SISTEMA";"SUBSTÂNCIA";"SOCIEDADE";"SOLUÇÃO";"1"
214;"COMO SE CHAMA O LUGAR ONDE SE GUARDAM OS VINHOS ?";"ADEGA";"BIBLIOTECA";"SÓTÃO";"SALA";"1"
215;"EM QUAL TIME ZICO SE CONSAGROU?";"VASCO";"CORINTHIANS";"FLAMENGO";"FLUMINENSE";"3"
216;"EM QUE ANO FOI DESCOBERTO O BRASIL PELOS PORTUGUESES ?";"1450";"1500";"1550";"1400";"2"
217;"QUE CIDADE É CONHECIDA COMO TERRA DA GAROA ?";"RIO DE JANEIRO";"PORTO ALEGRE";"PIRACICABA";"SÃO PAULO";"4"
218;"QUAL É A APRESENTADORA DAS NOITES DE SEGUNDA-FEIRA NO SBT?";"CARLA PEREZ";"HEBE CAMARGO";"ADRIANE GALISTEU";"ANA MARIA BRAGA";"2"
219;"QUEM CRIOU O CÉLEBRE PERSONAGEM CARLITOS?";"CHARLES CHAPLIN";"ALBERT CAMUS";"FRIEDERICH NIETZCHE";"CHARLES DICKENS";"1"
220;"COMO SE CHAMOU O MOVIMENTO EM QUE TIRADENTES ERA O LÍDER?";"REVOLUÇÃO FRANCESA";"GUERRA DOS EMBOABAS";"INCONFIDÊNCIA MINEIRA";"SEGUNDA GUERRA MUNDIAL";"3"
221;"QUAL O PLANETA DE ORIGEM DO SUPER-HOMEM?";"MARTE";"JÚPTER";"KYPTONITA";"KRYPTON";"4"
222;"QUAIS SÃO AS CORES DO TIME DO CORINTHIANS ?";"VERMELHO E BRANCO";"PRETO E BRANCO";"VERDE E AZUL";"AZUL E BRANCO";"2"
223;"A ATRIZ VERA FISCHER, MISS BRASIL EM 1969,  NASCEU EM QUAL ESTADO DO BRASIL?";"RIO DE JANEIRO";"SANTA CATARINA";"RIO GRANDE DO SUL";"GOIÁS";"4"
224;"QUANTAS CORES TEM A BANDEIRA DO BRASIL ?";"3";"4";"5";"6";"2"
225;"A CALVÍCIE É O NOME DADO A:";"FALTA DE CABELO";"FALTA DE BARBA";"FALTA DE APETITE";"FALTA DE BIGODE";"1"
226;"NO ANO 2000 O BRASIL FARÁ QUANTOS ANOS DO SEU DESCOBRIMENTO ?";"600";"800";"500";"350";"3"
227;"O QUE SE COMEMORA NO DIA 2 DE NOVEMBRO ?";"NATAL";"TRABALHO";"MÃES";"FINADOS";"4"
228;"QUEM É O AUTOR DA OBRA  ''O SITIO DO PICA-PAU AMARELO'' ?";"MONTEIRO LOBATO";"GRACILIANO RAMOS";"MACHADO DE ASSIS";"JORGE AMADO";"1"
229;"QUAL A REGIÃO MAIS SECA DO BRASIL?";"SUL";"NORTE";"CENTRO-OESTE";"NORDESTE";"4"
230;"QUE ANIMAIS PUXAM O TRENÓ DE PAPAI NOEL ?";"CAVALOS";"RENAS";"TOUROS";"JUMENTOS";"2"
231;"QUE PROFISSIONAL USA UM ESTETOSCÓPIO?";"ENGENHEIRO";"MECÂNICO";"MÉDICO";"AVIADOR";"3"
232;"ONDE SÃO ACONDICIONADAS AS BALAS DE UM REVÓLVER ?";"CANO";"TAMBOR";"AGULHA";"GATILHO";"2"
233;"O QUE UM CRONISTA ESCREVE ?";"VERSOS";"NOVELAS";"DISCURSOS";"CRÔNICAS";"4"
234;"QUEM É O PRIMEIRO SUBSTITUTO DO PRESIDENTE?";"VEREADOR";"VICE-PRESIDENTE";"SENADOR";"DEPUTADO";"2"
235;"O QUE SIGNIFICA S.O.S.?";"LUGAR PROIBIDO";"AVISO DE EMBARQUE";"PEDIDO DE SOCORRO";"SAÍDA";"3"
236;"COMO SE CHAMA O MARIDO DA ATRIZ GLÓRIA MENEZES?";"STÊNIO GARCIA";"REGINALDO FARIA";"MAURO MENDONÇA";"TARCÍSIO MEIRA";"4"
237;"QUAL O LIVRO MAIS VENDIDO NO MUNDO?";"MAPA MUNDI-ATLAS";"BÍBLIA";"O ALQUIMISTA";"O MUNDO DE SOFIA";"2"
238;"QUAL O NOME DADO PARA A FUMAÇA QUE SAI DA ÁGUA FERVENDO?";"VAPOR";"NEVE";"NÉVOA";"ORVALHO";"1"
239;"QUAL A FLOR QUE SEGUE A LUZ DO SOL?";"MARGARIDA";"ROSA";"CRAVO";"GIRASSOL";"4"
240;"COMO CHAMA O DANÇARINO DO GRUPO 'É O TCHAN' ?";"JACARÉ";"BOI";"CAVALO";"LAGARTIXA";"1"
241;"QUAL A CAPITAL DO CHILE ?";"PEQUIM";"MADRID";"SANTIAGO";"CABUL";"3"
242;"QUAL SUPER-HERÓI TEM O  PODER DE ESCALAR  MONTANHAS ?";"SUPER-HOMEM";"CAPITÃO AMÉRICA";"BATMAN";"HOMEM-ARANHA";"4"
243;"QUEM É O AUTOR DA OBRA  ''O SITIO DO PICA-PAU AMARELO'' ?";"MONTEIRO LOBATO";"GRACILIANO RAMOS";"MACHADO DE ASSIS";"JORGE AMADO";"1"
244;"O QUE SIGNIFICA A COR VERMELHA, NO SEMÁFORO ?";"PARAR";"ATENÇÃO";"SEGUIR";"ESTACIONAR";"1"
245;"RONALD REAGAN FOI PRESIDENTE DE QUE PAÍS?";"AUSTRÁLIA";"CANADÁ";"ESTADOS UNIDOS";"FRANÇA";"3"
246;"QUAL ANIMAL É A ESTRELA DO FILME ''KING-KONG''?";"GORILA";"URSO";"LEOPARDO";"ELEFANTE";"1"
247;"NA COPA DE 70, QUE JOGADOR TINHA O APELIDO DE PATADA ATÔMICA?";"TOSTÃO";"RIVELINO";"GERSON";"JAIRZINHO";"2"
248;"UMA PESSOA CLEPTOMANÍACA É:";"COLECIONADORA";"DECORADORA";"MÉDICA";"DOENTE";"4"
249;"QUAL É A CAPITAL DOS ESTADOS UNIDOS ?";"NOVA YORK";"MIAMI";"CHICAGO";"WHASHINGTON";"4"
250;"DE ONDE ERA NATURAL O PINTOR PICASSO ?";"ESPANHA";"HOLANDA";"FRANÇA";"BÉLGICA";"1"
251;"QUANTOS JOGADORES, UM JOGO DE VOLEY REUNE NA QUADRA ?";"SEIS";"OITO";"DEZ";"DOZE";"4"
252;"QUAL É O PAÍS DO TANGO?";"URUGUAI";"ARGENTINA";"PARAGUAI";"ESPANHA";"2"
253;"QUE IMPERADOR TOCOU FOGO EM ROMA ?";"CÉSAR";"NERO";"BRUTUS";"CALÍGULA";"2"
254;"DE QUE ORIGEM É O FÓSFORO ?";"ARTIFICIAL";"MINERAL";"VEGETAL";"ANIMAL";"2"
255;"ONDE FICA A CIDADE DE POMPÉIA, QUE FOI SOTERRADA POR UM VULCÃO ?";"HAWAY";"MÉXICO";"ITÁLIA";"CALIFÓRNIA";"3"
256;"COMO É CHAMADO QUEM NASCE EM MILÃO, NA ITÁLIA ?";"MAILANENSE";"MILANO";"MILISTA";"MILANÊS";"4"
257;"QUE PROFISSIONAL USA UMA FERRAMENTA CHAMADA FORMÃO?";"CARPINTEIRO";"RELOJOEIRO";"CONFEITEIRO";"BOMBEIRO";"1"
258;"EM QUAL ESTÁDIO, PELÉ MARCOU SEU MILÉSIMO GOL ?";"MORUMBI";"PACAEMBU";"MARACANÃ";"MINEIRÃO";"3"
259;"O QUE É UM OBOÉ ?";"VULCÃO";"COMIDA";"INSTRUMENTO";"TRIBO";"3"
260;"COMO ERAM CHAMADOS OS PILOTOS SUICIDAS DA SEGUNDA GUERRA ?";"KAMIKAZES";"SASHIMIS";"HARA-KIRIS";"ARIGATÔS";"1"
261;"O QUE É GÔNDOLA ?";"EMBARCAÇÃO";"BRINQUEDO";"FERRAMENTA";"SÍMBOLO";"1"
262;"SASHIMI É UM DELICADO PRATO ORIGINÁRIO DE QUE PAÍS ?";"JAPÃO";"CHINA";"ÍNDIA";"INDONÉSIA";"1"
263;"COMO É CHAMADA A CANTORA QUE REPRESENTA O PAPEL PRINCIPAL EM UMA ÓPERA ?";"PRIMEIRA DAMA";"DONA PRIMA";"PRIMA DONA";"OBRA PRIMA";"3"
264;"COMO SE CHAMA O ALIMENTO EXTRAÍDO PELAS PLANTAS DO SOLO ?";"CELULOSE";"SEIVA";"MITOSE";"CLOROFILA";"2"
265;"PEROBA É UMA ESPÉCIE DE QUÊ?";"INSETO";"ÁRVORE";"VERME";"VERDURA";"2"
266;"ONDE É QUE SE PRATICA ALPINISMO?";"MAR";"MONTANHA";"RIO";"PRAIA";"2"
267;"O COLISEU É UM MONUMENTO HISTÓRICO DE QUE CIDADE EUROPÉIA?";"PARIS";"COPENHAGUE";"ROMA";"LONDRES";"3"
268;"QUAL É O PICO MAIS ALTO DO MUNDO?";"EVEREST";"MONTE SINAI";"MONTE CASTELO";"MONT BLANC";"1"
269;"QUE RIO CORTA A CIDADE DE LONDRES NA INGLATERRA?";"TÂMISA";"SENA";"TIETÊ";"AMAZONAS";"1"
270;"QUAL A RAÇA DO CÃO, QUE É O PERSONAGEM PRINCIPAL DO FILME ' BEETHOVEN ' ?";"FILA";"PASTOR-ALEMÃO";"POODLE";"SÃO BERNARDO";"4"
271;"QUANTOS PONTOS MARCA O PILOTO QUE VENCE UMA CORRIDA NA FÓRMULA MUNDIAL?";"DEZ";"VINTE";"TRINTA";"TRINTA E CINCO";"2"
272;"QUEM FOI ELEITO PRESIDENTE DA ÁFRICA DO SUL EM 1994?";"NELSON PIQUET";"N. MANDELA";"NELSON EDDY";"JOHN NELSON";"2"
273;"QUAL CANTOR ERA CONHECIDO COMO O REI DA VOZ ?";"ORLANDO SILVA";"VICENTE CELESTINO";"FRANCISCO ALVES";"CARLOS GALHARDO";"3"
274;"QUANTOS KILATES TEM O OURO PURO?";"18";"20";"24";"30";"3"
275;"QUAL A SIGLA DA ORGANIZAÇÃO DAS NAÇÕES UNIDAS?";"ONU";"FMI";"CIA";"INPS";"1"
276;"DE QUANTOS EM QUANTOS ANOS APARECE O COMETA HALLEY?";"57 ANOS";"67 ANOS";"76 ANOS";"79 ANOS";"3"
277;"QUEM ESCREVEU ULISSES, EM 1922?";"ERNEST";"MARCEL PROUST";"T.S.ELLIOT";"JAMES JOYSE";"4"
278;"SEGUNDO A CRENÇA POPULAR, A MULA-SEM-CABEÇA É A MULHER DE QUEM?";"COROINHA";"PADRE";"SACRISTÃO";"BISPO";"2"
279;"QUE ATRIZ PROTAGONIZOU  AO LADO DE LEONARDO DI CAPRIO O FILME ' TITANIC' ?";"CAMERON DIAZ";"KATE WINSLET";"BRIDGET FONDA";"CATHERINE ZETTA JONES";"2"
280;"COMO É CHAMADA A DOENÇA QUE ESTÁ CLAREANDO A PELE DE MICHAEL JACKSON?";"ASTIGMATISMO";"PEDOFILIA";"VITILIGO";"BRUXISMO";"3"
281;"QUE CANTOR QUE JÁ VENDEU MAIS DE 70 MILHÕES DE DISCOS É O REI DA MPB?";"CHICO BUARQUE";"C. VELOSO";"R. CARLOS";"M. NASCIMENTO";"3"
282;"QUE MÉDICO REALIZOU A PRIMEIRA CIRURGIA DE PONTE DE SAFENA NO BRASIL?";"DR. ZERBINI";"DR. FRITZ";"DR. JATENE";"DR. CALLIGARI";"3"
283;"QUAL ERA O PARCEIRO DE CRIMES DA ' BONNIE ' ?";"BILL";"CLYDE";"JAMES";"BUTCH";"2"
284;"QUAL A MOEDA OFICIAL DA ALEMANHA?";"LIRA";"MARCO";"PECETA";"IENE";"2"
285;"QUEM FOI O ASSASSINO DE LEE HARVEY OSWALD?";"JACK RUBY";"JOHN WILKES BOOTH";"PAT GARRET";"CHARLOTTE CORDAY";"1"
286;"QUEM É O PARCEIRO DE AVENTURAS DE DOM QUIXOTE?";"SANCHO PANÇA";"GUILHERME TELL";"SIGMUND FREUD";"LANCELOT";"1"
287;"QUAL É O NOME DO PASSARINHO, NOS QUADRINHOS DE CHARLIE BROWN?";"PIU PIU";"WOODSTOCK";"CANARINHO";"ROUXINOL";"2"
288;"ONDE É MAIS USADO O SISMÓGRAFO?";"FURACÕES";"TERREMOTOS";"MAREMOTOS";"TEMPESTADES";"2"
289;"QUE  METAL AVERMELHADO CRIA UMA CAMADA ESVERDEADA QUANDO ENTRA EM CONTATO COM A UMIDADE?";"FERRO";"COBRE";"MERCÚRIO";"AÇO";"2"
290;"QUAL PLANTA ERA USADA PELOS EGÍPCIOS PARA ESCREVER NA ANTIGÜIDADE?";"PAPIRO";"EUCALIPTO";"OLIVEIRA";"MILHO";"1"
291;"QUE PAÍS EUROPEU TEM COMO ATRAÇÃO A TOURADA ?";"ESPANHA";"ITÁLIA";"FRANÇA";"ALEMANHA";"1"
292;"QUE HUMORISTA, FALECIDO EM 99, FOI BATERISTA DE RAUL SEIXAS?";"LILICO";"RONI CÓCEGAS";"GRANDE OTELO";"MAZZAROPI";"2"
293;"O QUÊ OS FILATELISTAS COLECIONAM?";"QUADROS";"MOEDAS";"SELOS";"FIGURINHAS";"3"
294;"QUAL DESTES ITENS TEM NUMERADOR E DENOMINADOR?";"IGREJA";"FRAÇÃO";"TRIBUNAL";"DESPERTADOR";"2"
295;"QUEM PINTOU A MONALISA?";"LEONARDO DA VINCI";"TICIANO";"RAFAEL";"MICHELANGELO";"1"
296;"QUAL PILOTO FALECEU NA PROVA FINAL DA FÓRMULA MUNDIAL, EM FONTANA ?";"BRYAN HERTA";"MICHAEL ANDRETTI";"RAUL BOESEL";"GREG MOORE";"4"
297;"EM QUE CIDADE ESTÁ LOCALIZADA A FAMOSA 'PRAÇA VERMELHA'?";"MOSCOU";"BERLIM";"PARIS";"ROMA";"1"
298;"QUAL O NOME DO VULCÃO QUE DESTRUIU VÁRIAS CIDADES NA ITÁLIA,  ANOS ANTES DE CRISTO?";"VÊNUS";"VESÚVIO";"VARSÓVIA";"VENEZA";"2"
299;"QUANDO COMEÇOU E TERMINOU A PRIMEIRA GUERRA MUNDIAL?";"1914-1918";"1902-1908";"1920-1930";"1912-1915";"1"
300;"QUAL LETRA DO ALFABETO SIMBOLIZA O NÚMERO DEZ EM ALGARISMOS ROMANOS?";"V";"D";"L";"X";"4"
301;"QUAL HISTÓRIA, FRANCIS FORD COPPOLA DIRIGIU EM TRÊS PARTES?";"TITANIC";"SEXTA-FEIRA TREZE";"O PODEROSO CHEFÃO";"GUERRA NAS ESTRELAS";"3"
302;"QUE ANIMAIS SÃO CRIADOS NAS POCILGAS?";"CAMELOS";"BÚFALOS";"CARNEIROS";"PORCOS";"4"
303;"QUEM FOI O DIRETOR DO FILME 'A LISTA DE SCHINDLER' ?";"CLINT EASTWOOD";"STEVEN SPIELBERG";"STANLEY KUBRICK";"PEDRO ALMODÓVAR";"2"
304;"QUAL É O ALIMENTO PRODUZIDO PELA MOAGEM DE GRÃOS DE CACAU?";"PARAFINA";"AÇÚCAR";"CHOCOLATE";"CAFÉ";"3"
305;"QUEM INTRODUZIU O FUTEBOL NO BRASIL?";"PELÉ";"JOÃO HAVELANGE";"CHARLES MILLER";"PAULO MACHADO";"3"
306;"RIO NILO,  O RIO MAIS LONGO DO MUNDO, SE LOCALIZA EM QUAL CONTINENTE ?";"ÁFRICA";"EUROPA";"AMÉRICA DO SUL";"ÁSIA";"1"
307;"QUAL O NOME DO JOGADOR DE FUTEBOL, ATUALMENTE CONHECIDO COMO PÉ DE ANJO?";"PAULO NUNES";"ROMÁRIO";"VAMPETA";"MARCELINHO CARIOCA";"4"
308;"QUE CIDADE POPULOSA PASSOU A FAZER PARTE DA CHINA EM 1997?";"PEQUIM";"HANÓI";"HIROSHIMA";"HONG KONG";"4"
309;"NOVA DELHI É A CAPITAL DE QUE PAÍS?";"ÍNDIA";"PARAGUAI";"SUÍÇA";"MÉXICO";"1"
310;"QUEM LEVA O SANGUE DO CORAÇÃO PARA O CORPO?";"VEIAS";"MÚSCULOS";"ARTÉRIAS";"OSSOS";"3"
311;"COMO É CHAMADO O OBJETO FALSIFICADO VENDIDO COMO ORIGINAL?";"CORSÁRIO";"PERNETA";"PIRATA";"PAPAGAIO";"3"
312;"QUAL A EX-MINISTRA FICOU CONHECIDA COMO A DAMA DE FERRO?";"INDIRA GHANDI";"MADRE TEREZA";"MARGARET TATCHER";"HILLARY CLINTON";"3"
313;"QUAL A DANÇA TÍPICA DA ARGENTINA?";"BOLERO";"SAMBA";"TANGO";"LAMBADA";"3"
314;"QUAIS OS NOMES DO MÉDICO E DO MONSTRO?";"MASTERS E JOHNSON";"DR. JEKYLL E MR. HYDE";"BONNIE E CLYDE";"D. QUIXOTE E SANCHO PANZA";"2"
315;"QUEM FOI A ATRIZ CASADA COM DOIS HOMENS FAMOSOS, JOE DI MAGGIO E ARTHUR MILLER?";"GLENDA JACKSON";"MARGARET BECKET";"MARILYN MONROE";"ELIZABETH TAYLOR";"3"
316;"QUEM DISSE A FRASE: ' VIM, VI E VENCI ' NO ANO 47 ANTES DE CRISTO?";"JÚLIO CÉSAR";"CALÍGULA";"NERO";"MARCO ANTONIO";"1"
317;"QUE NOME SE DÁ À VOLTA DOS CARDUMES DE PEIXES PARA A NASCENTE?";"POROROCA";"PERERECA";"PIRAPORA";"PIRACEMA";"4"
318;"QUEM FOI O LÍDER DA ALEMANHA, QUE QUERIA CHEGAR À SUPREMACIA DA RAÇA ARIANA?";"GOBELR";"HITLER";"ROMEL";"MAO TSE TUNG";"2"
319;"QUAL É O PAÍS QUE PARTICIPOU DE TODAS AS COPAS DO MUNDO DE FUTEBOL?";"ITÁLIA";"URUGUAI";"ARGENTINA";"BRASIL";"4"
320;"QUAIS SÃO OS NAIPES VERMELHOS DO BARALHO?";"OUROS E COPAS";"COPAS E PAUS";"PAUS E OUROS";"ESPADAS E PAUS";"1"
321;"QUAL O NOME VERDADEIRO DO BATMAN?";"BRUCE WAYNE";"BRUCE BANER";"CLARK KENT";"LEX LUTOR";"1"
322;"DE QUE PAÍS ASIÁTICO A CAPITAL É BEIRUTE?";"SÍRIA";"NEPAL";"MONGÓLIA";"LÍBANO";"4"
323;"O QUÊ É UM CONTRATORPEDEIRO?";"TANQUE";"NAVIO DE GUERRA";"DIRIGÍVEL";"AVIÃO DE CAÇA";"2"
324;"QUE ANIMAL DA FAUNA BRASILEIRA ESTÁ RETRATADO NA NOTA DE DEZ REAIS?";"JABUTI";"ONÇA";"ARARA";"TUCANO";"3"
325;"QUAL O ESPORTE DO ' SUPER BOWL'  ANUAL NOS ESTADOS UNIDOS?";"BASEBALL";"BASQUETE";"FUTEBOL AMERICANO";"GOLF";"3"
326;"QUAL É O NOME DA EMBARCAÇÃO TÍPICA DO LITORAL NORDESTINO BRASILEIRO?";"BARCO A REMO";"CANOA";"JANGADA";"LANCHA";"3"
327;"EM QUE ESTADO AMERICANO FICA A CIDADE DE MIAMI?";"ALASCA";"NOVA YORK";"FLORIDA";"CALIFÓRNIA";"3"
328;"QUAL É A CAPITAL DO IRAQUE?";"BELÉM";"BAGDÁ";"BEIRUTE";"BUDAPESTE";"2"
329;"COMO SE CHAMA A MÁQUINA USADA PARA COMPACTAR ASFALTO ?";"ROLO COMPRESSOR";"ESCAVADEIRA";"TRATOR";"LIXADEIRA";"1"
330;"QUE ASTRO DO BASQUETE AMERICANO SE AFASTOU APÓS SER PORTADOR DO VÍRUS HIV?";"MICHAEL JORDAN";"MAGIC JOHNSON";"DENNIS RODMAN";"MIKE TYSON";"2"
331;"QUEM FOI O HERÓI LENDÁRIO QUE TIRAVA SUA FORÇA DOS CABELOS?";"SANSÃO";"HÉRCULES";"JOÃO BATISTA";"GOLIAS";"1"
332;"QUAL O NOME DO CACHORRO DE CHARLIE BROWN?";"PLUTO";"FLOQUINHO";"TOTÓ";"SNOOPY";"4"
333;"QUE PRESIDENTE DOS ESTADOS UNIDOS FOI ATOR DE CINEMA?";"RONALD REAGAN";"GEORGE BUSH";"RICHARD NIXON";"BILL CLINTON";"1"
334;"COMO É CHAMADO O LUGAR SAGRADO DOS JUDEUS?";"IGREJA";"CAPELA";"SINAGOGA";"ALTAR RELIGIOSO";"3"
335;"O CAVALO MARINHO É UM ANIMAL DE QUÊ TIPO?";"MOLUSCO";"CRUSTÁCEO";"PEIXE";"MAMÍFERO";"3"
336;"O FBI, É A POLÍCIA FEDERAL DE QUÊ PAÍS?";"INGLATERRA";"ESTADOS UNIDOS";"CANADÁ";"FRANÇA";"2"
337;"A FÁBRICA BRASILEIRA DE AVIÕES, EMBRAER, FICA ONDE?";"S.J. DO RIO PRETO";"S.J. DOS PINHAIS";"S.J. DOS CAMPOS";"S.J. DOS SANTOS";"3"
338;"EM QUE CIDADE SERÃO REALIZADOS OS JOGOS OLÍMPICOS DE 2000?";"MUNIQUE";"SIDNEY";"TÓQUIO";"HELSINQUE";"2"
339;"EM QUE PAÍS FICA A GRANDE MURALHA CONSTRUÍDA PELO HOMEM ?";"JAPÃO";"CHINA";"AFEGANISTÃO";"ÍNDIA";"2"
340;"QUAL O NOME DO PATRIARCA DA INDEPENDÊNCIA DO BRASIL?";"TIRADENTES";"JOSÉ BONIFÁCIO";"DOM PEDRO II";"VASCO DA GAMA";"2"
341;"QUE EXPLORADOR ITALIANO DEU SEU NOME À AMÉRICA?";"AMÉRICO DOS REIS";"AMÉRICO BRASILIENSE";"AMÉRICO VESPÚCIO";"JOSÉ AMÉRICO DA SILVA";"3"
342;"UM ELETROCARDIOGRAMA, É UM EXAME GERALMENTE PEDIDO POR QUAL MÉDICO?";"DENTISTA";"CARDIOLOGISTA";"DERMATOLOGISTA";"ANESTESISTA";"2"
343;"QUAL O TIME CARIOCA QUE CONTRATOU O JOGADOR DE BASQUETE OSCAR ?";"VASCO DA GAMA";"FLUMINENSE";"BOTAFOGO";"FLAMENGO";"4"
344;"QUAL O PERSONAGEM BÍBLICO CONHECIDO POR ATRAVESSAR O MAR VERMELHO?";"ABRAÃO";"MOISÉS";"JOSUÉ";"ELIAS";"2"
